medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	author	illustrator	pages
book							9780394800844	0394800842	us	On Beyond Zebra! (Classic Seuss)	On Beyond Zebra! (Classic Seuss)				Hardcover		Alphabet/ Humorous/ Dr. Seuss/ Limericks & Humorous Verse/ Hardcover/ Fiction	$14.95	$4.74		5	A thoroughly Seussian tweak of the alphabet-book tradition, On Beyond Zebra is about all the letters that most people ignore--the ones that come after Z. Our hero (instantly recognizable to most Seuss fans as the boy who captured Thing One and Thing Two in The Cat in the Hat) takes his young friend, Conrad Cornelius O'Donald O'Dell, on a guided tour of all the weird creatures that begin with letters such as Yuzz, Wumbus, and Glikk. "And Nuh is the letter I use to spell Nutches, Who live in small caves, known as Nitches, for hutches." The message is pretty simple: the alphabet pins down boring old "reality," but if you explore further afield there are more interesting worlds to discover. "So, on beyond Z! It's high time you were shown, // That you really don't know all there is to be known." Explorers in need of guidance will even find a table of useful new letters (a beyondabet? a WumbaGlikk?) in the back. (Ages 4 to 8) --Richard Farr		Random House Books for Young Readers	12-09-1955		18-01-2007										Dr. Seuss/ Theodor Seuss Geisel		64
book							9780486237848	0486237842	us	On Divers Arts	On Divers Arts				Paperback		Byzantine/ History of Technology	$14.95	$5.00		5	Earliest (12th century) treatise on arts written by practicing artist. Pigments, glass blowing, stained glass, gold and silver work, more. 34 illustrations./ 		Dover Publications	1979-08-01 12:00:00 +0000		2007-02-11 00:26:29 -0500										Theophilus		216
book							9780894712067	0894712063	us	On the History   and Truth of the Unicorn	De Historia Et Veritate Unicornis//on the History   and Truth of the Unicorn				Paperback			$4.98	$0.99		5			Olympic Marketing Corp	06-01-1983		18-01-2007										Michael Green		64
book							9780810931985	0810931982	us	One of a Kind: American Art Jewelry Today	One of a Kind: American Art Jewelry Today				Hardcover		Jewelry	$49.50	$175.00					Harry N Abrams	10-02-1994		10-02-2007										Susan Grant Lewin		224
book							9780964206915	0964206919	us	Option Click	Option Click				Hardcover		Collections, Catalogues & Exhibitions	$40.00	$100.00					Hourglass Book Publishing	11-01-1998		19-01-2007										Dave McKean		88
book								0517123207		Origin of Species					Hardcover		Anthropology - General/ Evolution (Biology)/ Life Sciences - Evolution/ Natural selection/ Sale Adult - Science/ Science/ Science//Mathematics/ Social Science // Anthropology // General	$7.99	$5.20		4.08			Gramercy	22-05-1995		21-02-2005										CHARLES DARWIN		
book								1892907054		Original Whole Earth Catalog, Special 30th Anniversary Issue					Paperback		Appropriate technology/ Catalogs/ Equipment and supplies/ Handicraft/ Manufactures/ Social Aspects/ Technology	$14.95	$69.95		5			Whole Earth	21-12-1998		21-02-2005										Stewart Brand/ Peter Warshall		
book							9780156701600	015670160X	us	Orlando: A Biography	Orlando: A Biography				Paperback		Classics/ Contemporary/ Literary/ Paperback	$14.00	$0.49		4.5	In 1928, way before everyone else was talking about gender-bending and way, way before the terrific movie with Tilda Swinton, Virginia Woolf wrote her comic masterpiece, a fantastic, fanciful love letter disguised as a biography, to Vita Sackville-West. Orlando enters the book as an Elizabethan nobleman and leaves the book three centuries and one change of gender later as a liberated woman of the 1920s. Along the way this most rambunctious of Woolf's characters engages in sword fights, trades barbs with 18th century wits, has a baby, and drives a car. This is a deliriously written, breathless-making book and a classic both of lesbian literature and the Western canon.		Harcourt	05-01-1993		17-01-2007										Virginia Woolf		333
book							0768821206796	1579120679		Our Nation's Archive : The History of the United States in Documents					Hardcover		History/ History - General History/ History: American/ Legal History/ Political History/ Sources/ United States/ United States - General/ History // United States // General	$29.95	$29.95		3.25			Black Dog & Leventhal Publishers	01-05-1999		21-02-2005										Jay Crosby/ Erik Bruun		
book								0679438416		Pale Blue Dot : A Vision of the Human Future in Space					Hardcover		Exploration/ Outer space/ Popular works/ Science//Mathematics/ Space Exploration/ Science // General	$35.00	$9.98		4.67			Random House	08-11-1994		16-01-2005										CARL SAGAN		
book							9780451138248	0451138244	us	Passport to Japanese	Passport to Japanese				Paperback		Japanese/ Linguistics	$3.95	$0.42					Signet	03-09-1985		17-01-2007										Charles Berlitz		
book								B000K3021E	us	Paul Klee Pedagogical Sketchbook	Paul Klee Pedagogical Sketchbook				Hardcover/ Complete				$250.00					Praeger, F.A.	05-02-1953		05-02-2007										Paul Klee		60
book							9780740726774	0740726773	us	Peace Out, Dawg!  Tales from Ground Zero	Peace Out, Dawg!  Tales from Ground Zero				Paperback			$16.95	$2.25		4	As 9-11 shakes the Doonesbury world, many of its denizens are drawn inexorably toward Ground Zero-Mike to attend a memorial service for a former employer; B.D., reactivated for crowd control and celebrity tourism; Marcia Feinbloom to hit on firefighters; and Zonker to deliver potent fruitcakes to weary rescue workers. Those on the home front are no less affected by events: "I no longer care what Madonna had for breakfast," laments Boopsie, proof positive that Everything Has Changed.Half a world away, in Al-Qaeda Qountry, a burka-clad Roland Hedley is captured by a freelance warlord, then wounded by a can of Spam during a massive friendly food drop. Feyzabad Station Chief Havoc's effort to rescue the downed journalist speaks well for the new, improved CIA, which has somehow managed to parlay its "massive" intelligence failures into cult status on the nation's campuses. How else to explain Jeff Redfern's new internship with "Acme Imports"-and his sudden affinity for shaken-not-stirred libations'Meanwhile, former inside trader Phil Slackmeyer watches from his deathbed as the effort to smoke out evildoers expands to include the entire management team of Enron. Prominent among them is "Jimmy Jack Jumbo" Andrews, head of over 400 Caymans-based businesses, who calls his old friend to ask the question on many an ex-exec's mind: "What's prison like'" And back at the White House pressroom, NPR attack-dog Mark has questions of his own, like, "What time will you be launching the cover-up'" and "Will there be a lunch'" Yes, excavating Enron's smoking crater will be a long and dirty job-even if the president barely knows "Mr. Lay," the disgraced CEO with whom he exchanged 350 letters. As Dubya assures us, "I did not have political relations with that man."/ / 		Andrews McMeel Publishing	09-01-2002		19-01-2007										G. B. Trudeau		144
book								B000H2G51Y	us	PENN AND TELLER'S CRUEL TRICKS FOR DEAR FRIENDS	PENN AND TELLER'S CRUEL TRICKS FOR DEAR FRIENDS				Paperback									Villard Books	13-01-1991		13-01-2007										Penn and Teller Jillette		
book								B000IYHWGI	us	Phoenicians - Ancient Peoples And Places	Phoenicians - Ancient Peoples And Places				Paperback				$11.00					Frederick A. Praeger	17-01-1963		17-01-2007										Dr. Glyn, Editor Daniel		
book							9780805051704	0805051708	us	Photomosaics	Photomosaics				Paperback		Illustration/ Collections, Catalogues & Exhibitions/ Darkroom & Processing/ Photo Essays/ Reference/ Digital Photography	$19.95	$0.01		5			Owl Books	15-10-1997		20-01-2007												96
book							9780142300077	0142300071	us	Pinkerton, Behave! (Picture Puffins)	Pinkerton, Behave! (Picture Puffins)				Paperback		Fiction/ Action & Adventure/ Humorous/ Picture Books	$6.99	$3.75			Pinkerton doesn't understand his owner's commands. When told to come, he jumps out the window. When asked to fetch the newspaper, he destroys it. Pinkerton's desperate owner sends him to obedience school, but he flunks out in record time. Then one night a burglar breaks into their house, and Pinkerton is able to put his bad habits to good use. / / "Humor abounds in this exuberant tale . . . Kellogg at his best." (Booklist, starred review)		Puffin	18-03-2002		18-01-2007												32
book							9780140309577	0140309578	us	Pippi Longstocking (Seafarer Book)	Pippi Longstocking (Seafarer Book)				Paperback		Action & Adventure/ Humorous/ Contemporary/ Pippi Longstocking/ Fiction/ Swedish/ Book Characters/ Foreign Language Fiction	$5.99	$0.01		4.5	Pippi is an irrepressible, irreverent, and irrefutably delightful girl who lives alone (with a monkey) in her wacky house, Villa Villekulla. When she's not dancing with the burglars who were just trying to rob her house, she's attempting to learn the "pluttification" tables at school; fighting Adolf, the strongest man in the world at the circus; or playing tag with police officers. Pippi's high-spirited, good-natured hijinks cause as much trouble as fun, but a more generous child you won't find anywhere./ Astrid Lindgren has created a unique and lovable character, inspiring generations of children to want to be Pippi. More than anything, Pippi makes reading a pleasure; no child will welcome the end of the book, and many will return to Pippi Longstocking again and again. Simply put, Pippi is irresistible. (Ages 9 to 12)/ 		Puffin	26-05-1977		18-01-2007										Astrid Lindgren		160
book							9780705435185	0705435180	us	Planet Earth [vol. 1-18]	Planet Earth (Time Life Student Library)				Hardback		Astronomy & Space/ Earth Sciences/ Nonfiction		$78.05					Time Life UK	11-01-1998		17-01-2007										Karin Kinney		
book							9780394757889	0394757882	us	Plays of Oscar Wilde	Plays of Oscar Wilde				Paperback		United States/ Contemporary/ Irish/ Solid Waste Management/ 19th Century	$14.95	$1.25		4.5	This Vintage edition of The Plays_of Oscar Wilde contains the plays that made Wilde one of the most important dramatists of his time, including The Importance of Being Earnest, one of the great works of modern literature./ / Oscar Wilde's plays demonstrate once again why their author must be seen as both an inaugurator and a master of modernism. In his best work, the subversive insights embedded in his wit continue to challenge our common assumptions. Wilde's ability to unsettle and startle us anew with his radical vision of the artifice inherent in the self's construction makes him our contemporary./ / This edition is introduced by John Lahr, author of Prick Up Your Ears: The Biography of Joe Orton. The plays included are Lady Windermere's Fan, Salome, A Woman of No Importance, An Ideal Husband, and The Importance of Being Earnest.		Vintage	12-05-1988		17-01-2007										Oscar Wilde		480
book							9780525482284	0525482288	us	Plunkitt of Tammany hall	Plunkitt of Tammany hall				Paperback		History/ Contemporary	$3.50	$5.69					Plume	29-03-1963		17-01-2007										William L. Riordan		
book								B000HJT5T6	us	The Poems of Dylan Thomas	The Poems of Dylan Thomas				Hardcover				$20.00					New Directions	18-01-1971		18-01-2007										Dylan THOMAS		
