medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	director	stars	features	mpaarating	theatricalDate	minutes
movie							0024543034254	B00005YTFG	us	Moulin Rouge	Moulin Rouge (Special Edition)			Special	VHS Tape		Comedy/ Drama/ Romance/ Star-Crossed Lovers	$6.98	$0.18		4	A dazzling and yet frequently maddening bid to bring the movie musical kicking and screaming into the 21st century, Baz Luhrmann's Moulin Rouge bears no relation to the many previous films set in the famous Parisian nightclub. This may appear to be Paris in the 1890s, with can-can dancers, bohemian denizens like Toulouse-Lautrec (John Leguizamo), and ribaldry at every turn, but it's really Luhrmann's pop-cultural wonderland. Everyone and everything is encouraged to shatter boundaries of time and texture, colliding and careening in a fast-cutting frenzy that thinks nothing of casting Elton John's "Your Song" 80 years before its time. Nothing is original in this kaleidoscopic, absinthe-inspired love tragedy--the words, the music, it's all been heard before. But when filtered through Luhrmann's love for pop songs and timeless showmanship, you're reminded of the cinema's power to renew itself while paying homage to its past./ Luhrmann's overall success with his third "red-curtain" extravaganza (following Strictly Ballroom and William Shakespeare's Romeo & Juliet) is wildly debatable: the scenario is simple to the point of silliness, and how can you appreciate choreography when it's been diced into hash by attention-deficit editing? Still, there's something genuine brewing between costars Ewan McGregor and Nicole Kidman (as, respectively, a poor writer and his unobtainable object of desire), and their vocal talents are impressive enough to match Luhrmann's orgy of extraordinary sets, costumes, and digital wizardry. The movie's novelty may wear thin, along with its shallow indulgence of a marketable soundtrack, but Luhrmann's inventiveness yields moments that border on ecstasy, when sound and vision point the way to a moribund genre's joyously welcomed revival. --Jeff Shannon/ 		20th Century Fox	19-03-2002		30-07-2006										Baz Luhrmann	Nicole Kidman/ Ewan McGregor/ John Leguizamo/ Jim Broadbent/ Richard Roxburgh/ Garry McDonald/ Jacek Koman/ Matthew Whittet/ Kerry Walker/ Caroline O'Connor/ Christine Anu/ Natalie Jackson Mendoza/ Lara Mulcahy/ David Wenham/ Kylie Minogue/ Ozzy Osbourne/ Deobia Oparei/ Linal Haft/ Keith Robinson (VI)/ Peter Whitford	Closed-captioned/ Color/ NTSC	PG-13	01-06-2001	97
movie							0024543008705	B00005QZ7U		Moulin Rouge (Double Digipack)					DVD		Feature Film-drama	$26.98						Twentieth Century Fox	14-10-2003		20-02-2005										Baz Luhrmann	Nicole Kidman/ Ewan McGregor	Color/ Closed-captioned/ DTS Surround Sound/ Widescreen/ Dolby	PG-13	01-06-2001	
movie							0043396078222	B00005JL93		Mr. Deeds (Widescreen Special Edition)					DVD		Feature Film-comedy	$14.94	$12.74		3.25			Columbia Tri-Star	22-10-2002		17-04-2005										Steven Brill	Adam Sandler/ Winona Ryder	Color/ Closed-captioned/ Widescreen/ Dolby	PG-13	28-06-2002	
movie							0720917516523	1572527005	us	Mr. Jealousy	Mr. Jealousy				DVD		Assumed Identity/ Comedy of Errors/ Opposites Attract/ Urban/ Romantic Comedies/ Screwball Comedy/ 4-for-3 Comedy/ 4-for-3 All DVDs	$9.98	$6.08		4	It's not surprising that Mr. Jealousy didn't do well in theaters. The main character is obsessive and a liar, and by the end there's no guarantee that he's made any certain progress--which is part of what makes Mr. Jealousy such a sharp, insightful movie. The plot is entertaining to begin with: Lester (Eric Stoltz), a blocked writer, becomes obsessed with one of his girlfriend Ramona's former boyfriends, Dashiell (Chris Eigeman), who's recently published an enormously successful book and become a celebrity author. By chance, Lester discovers that Dashiell is taking group therapy; Lester joins the group and pretends to be his friend Vince (Carlos Jacott). When Vince learns about this, he insists that Lester tell him everything that goes on so that he can undergo therapy by proxy. The lies compound until Lester's relationship with Ramona (Annabella Sciorra) hangs by a thread. The writing is clever, yet never at the expense of the reality of the characters. Lester's jealousy is portrayed with almost excruciating details that make it both genuine and funny. The women in the film are not as developed as the men, but the performances are strong throughout. Fans of writer-director Noah Baumbach's first film, Kicking and Screaming, will not be disappointed. Maybe in the more intimate setting of video Mr. Jealousy will find the audience it deserves. --Bret Fetzer		Fox Lorber	07-03-2000		11-01-2007											Nico Baumbach/ Peter Bogdanovich/ Joel Castleberg/ Chris Eigeman/ Yvette Brooks Grant/ Helen Hanft/ Carlos Jacott/ Marianne Jean-Baptiste/ Brian Kerwin/ John Lehr/ Andrew Mills/ Vincent Polidoro/ Annabella Sciorra/ Jose Soto/ Eric Stoltz/ Patricia Towers/ Dean Wareham/ Delaine Yates/ Leigh Zimmerman	Closed-captioned/ Color/ Letterboxed/ Widescreen/ NTSC/ 1.66:1	R	05-06-1998	100
movie							0085391453529	0790731460		My Fellow Americans					DVD		Feature Film-comedy	$9.97	$9.85		4.47			Warner Studios	03-02-2004		20-02-2005										Peter Segal	Jack Lemmon/ James Garner	Color/ Closed-captioned/ Dolby	PG-13	20-12-1996	
movie							0031398704638	B00000JKUY	us	National Lampoon's Last Resort	National Lampoon's Last Resort				DVD			$14.98	$5.84		3			Lions Gate	24-09-1999		07-07-2005										Rafal Zielinski		Color/ Widescreen/ 1.85:1	PG-13	01-01-1994	
movie							0085391853527	B0000542DH	us	Natural Born Killers - Oliver Stone Collection	Natural Born Killers - Oliver Stone Collection				DVD		Murder & Mayhem/ Downey Jr., Robert/ Love Story/ Action & Adventure	$14.98	$6.26		3.5	Oliver Stone would like to have the last word on America's media culture of voyeurism and violence, but whatever he's trying to say in this grisly, unconventional movie comes across terribly garbled. Woody Harrelson and Juliette Lewis play traveling serial killers who become television celebrities when a Geraldo-like personality (Robert Downey Jr.) turns their madness into the biggest story in the country. Stone extensively rewrote an original script by Quentin Tarantino, and he employs a mosaic of different film stocks, video, and pop pastiches to create a sense of blurred lines between visual phenomena. (The background on Lewis's character's life as an abused child, for instance, is presented as a sitcom starring Rodney Dangerfield.) But the result of these experiments is a pompous, even amateurish effort at grasping the reins of a real-life national debate. One almost wants to tell Stone to sit down and raise his hand next time if he thinks he has something to say. The controversial director would like Natural Born Killers to be nothing less than a monumental achievement, but it's one of the emptier entries in his filmography. --Tom Keogh		Warner Home Video	16-01-2001		30-07-2006										Oliver Stone	Woody Harrelson/ Juliette Lewis/ Tom Sizemore/ Rodney Dangerfield/ Everett Quinton/ Pruitt Taylor Vince/ Jared Harris/ Edie McClurg/ Russell Means/ Lanny Flaherty/ O-Lan Jones/ Robert Downey Jr./ Richard Lineback/ Kirk Baltz/ Ed White/ Terrylene/ Maria Pitillo/ Josh Richman/ Sean Stone/ Melinda Renna	Anamorphic/ Closed-captioned/ Color/ Dolby/ Widescreen/ NTSC/ 1.85:1	Unrated	26-08-1994	119
movie							0084296400812	6304610130		Night of the Living Dead					DVD		Horror	$7.99	$6.66		3.78			United American Video	08-08-1997		20-02-2005										George A. Romero	Duane Jones/ Judith O'Dea	Black & White	NR	01-10-1968	
movie							0085392000623	B00000JGHP		Night Shift					DVD		Feature Film-comedy	$9.97	$4.00		4.62			Warner Studios	03-02-2004		20-02-2005										Ron Howard	Henry Winkler/ Michael Keaton/ Shelley Long	Color/ Dolby/ Widescreen	R	30-07-1982	
movie							0717951009395	6305949980		The Nightmare Before Christmas 				Special	DVD		Musical	$19.99	$20.00		4.7			Touchstone Video	02-03-2004		20-02-2005										Tim Burton	Danny Elfman	Color/ DTS Surround Sound/ Animated/ Black & White	PG	29-10-1993	
movie							0660200414023	B0000B1OE7	us	Ninja Scroll	Ninja Scroll (10th Anniversary Edition)			10th Anniversary	DVD		DTS/ Manga	$39.98	$11.99		4.5	A peak achievement of Japanese anime, Ninja Scroll is a propulsive mix of samurai action adventure and supernatural fantasy from writer-director Yoshiaki Kawajiri (Supernatural Best City). This is defiantly animation for grown-ups, complete with fountains of blood, plenty of naked flesh, and (in both the subtitled and dubbed versions) some decidedly strong language. (Students of Japanese language could pick up some useful expressions.) The plot sounds like a 16th century variation on the X-Files: An entire village has been wiped out by a mysterious plague and an anti-government conspiracy of invulnerable demons seems to be responsible. A wandering ninja, Jubei, and his female counterpart, Kagero, team up to defeat the plotters. Jubei is a classic reluctant hero, agreeing to participate in the mission only after being fed a slow-acting poison; the antidote will be supplied after he cooperates. And Kagero, a looker whose embrace is lethal, is a femme fatale with a difference that seems distinctively Japanese: sexual contact itself is poisonous, especially for a warrior with a pure soul. --David Chute		Manga Video	30-09-2003		30-07-2006										Kevin Seymour/ Yoshiaki Kawajiri	Richard Cansino/ Dean Elliott (III)/ Edward Mannix/ Toshihiko Seki/ Wendee Lee/ Anthony Rocissano/ Maureen O'Connell (III)/ Joe Romersa/ Sonny Byrkett/ Kirk Thornton/ Dougary Grant/ Richard Epcar/ Bradley Lavelle/ Andrew Philpot/ Richard Barnes/ Michael Forest/ Jimmy Theodore/ K&#x00f4;ichi Yamadera/ Doug Stone/ Joan-Carol O'Connell	Anamorphic/ Animated/ Color/ Dolby/ DTS Surround Sound/ Full Screen/ Live/ Original recording remastered/ Subtitled/ Widescreen/ NTSC/ 1.85:1	Unrated	06-12-1996	94
movie							0786936144758	B00003CXRM		O Brother, Where Art Thou?					DVD		Feature Film-drama	$19.99	$13.33		4.26			Touchstone Video	02-09-2003		20-02-2005										Ethan Coen/ Joel Coen	George Clooney/ John Turturro/ Tim Blake Nelson	Color/ Closed-captioned	PG-13	22-12-2000	
movie							0086162118456	6305508550		Office Space (Widescreen Edition)					DVD		Feature Film-comedy	$19.98	$12.51		4.54			Twentieth Century Fox	14-08-2001		20-02-2005										Mike Judge	Ron Livingston/ Jennifer Aniston	Color/ Closed-captioned/ Widescreen	R	19-02-1999	
movie							0043396087170	B0000WN140	us	Once Upon a Time in Mexico	Once Upon a Time in Mexico				DVD		Thrillers	$14.94	$1.72		3	Guns, guns, guns! And a few explosions as bodies fly through the air and crash into tables and fruit stands. Once Upon a Time in Mexico, like all Robert Rodriguez movies, is all about the kinetic kick of high-velocity action. Johnny Depp, blase and whimsical, plays a CIA agent who's drawn guitar-playing gun-slinger Antonio Banderas (long black hair flopping over his face like the ears of a Labrador puppy) into a ridiculously convoluted plot to overthrow the Mexican government. Along for the ride are a craggy-faced rogue's gallery including Willem Dafoe, Mickey Rourke, Danny Trejo, Ruben Blades, and (to balance things out) the smooth, tantalizing complexions of Eva Mendes and Salma Hayek. For sheer trashy fun, Once Upon a Time in Mexico is a step down from its predecessor, Desperado--but Desperado set the bar pretty high. For coherent storytelling, look elsewhere, but for action razzle-dazzle, this is your movie. --Bret Fetzer		Columbia Tristar Hom	20-01-2004		15-10-2005										Robert Rodriguez	Antonio Banderas/ Salma Hayek/ Johnny Depp/ Willem Dafoe	Color/ Widescreen/ 1.78:1	R	12-09-2003	102
movie							0085392440429	B00008DDXK	us	One Crazy Summer	One Crazy Summer				DVD		Teen/ Nothing Goes Right/ Comedy/ Romantic Comedies/ John Cusack/ Vacations	$14.98	$6.75		4	Savage Steve Holland follows up his cult teen hit Better Off Dead with more madcap absurdity. Forget the plot, which takes frustrated cartoon prodigy John Cusack to Nantucket to woo aspiring singer-songwriter Demi Moore and take on the town's weasely real estate developer and his bullying son in a sailing regatta. For Savage Steve, the "revenge of the misfits" story is merely an excuse to unleash his arsenal of gags. Think of it as an Airplane for the teen set, punctuated by wacky twists (hyperactive Bobcat Goldthwait rampaging in a Godzilla suit), demented animated interludes, and the world's ugliest dog. The cartoonish punchlines don't always deliver, but the rat-a-tat delivery keeps them coming so fast it doesn't matter, and Cusack holds it all together with his winning presence. And, refreshingly, this is one PG rating that actually means no foul language or sex. --Sean Axmaker		Warner Home Video	01-04-2003		30-07-2006										Savage Steve Holland	John Cusack/ Demi Moore/ Curtis Armstrong/ William Hickey/ Joe Flaherty/ Tom Villard/ Billie Bird/ John Matuszak/ Mark Metcalf/ Kimberly Foster/ Joel Murray/ Matt Mulhern/ Rich Little/ Bob Goldthwait/ Kristen Goelz/ Donald Li/ Jeremy Piven/ Bruce Wagner/ Laura Waterbury/ Rich Hall	Anamorphic/ Closed-captioned/ Color/ Dubbed/ Subtitled/ Widescreen/ NTSC/ 1.85:1	PG	08-08-1986	93
movie							0025192279423	B0006HBZEW	us	Orgazmo	Orgazmo (Unrated Special Edition)			Unrated Special	DVD		Sex Comedies/ Showbiz/ Comedy/ Special Editions/ Science Fiction & Fantasy	$19.98	$13.61		4.5	South Park cocreator Trey Parker goes straight for the gross-out humor in this live-action farce set in the adult-movie industry. Parker stars as an innocent Mormon kid who gets sucked into the world of pornographic filmmaking and becomes an international sensation as the porno superhero Orgazmo, all the while hiding his secret life from his milk-fed fianc&#x00e9;e. It's practically a one-man show for Parker, who directs, writes, stars, and even performs the self-penned theme song as frontman for his rock band, and perhaps he should have spread the responsibilities a little. As an actor he's surprisingly appealing--his dazed grin and bleached white surfer-dude hair give him an engaging air of innocence (he can also be seen, just as innocently endearing, in the sports farce BASEketball). Paired with longtime crony Dian Bachar, the diminutive actor who plays his superhero sidekick Chodo Boy, they bring a Hardy Boys naivet&#x00e9; to the rude world of mobbed-up producers and jaded adult film stars. But the film is only fitfully funny, with vulgar jokes that are often more disgusting than humorous and clumsy comic timing sabotaging promising scenes. Only rarely does it reach the heights of his hilarious cutout cartoon series, but when he delivers he does so with the carefully cultivated tasteless excess his fans have come to know and love. Matt Stone costars as a clueless photographer and adult film star; Ron Jeremy appears as a gross gangster henchman. --Sean Axmaker		Universal Studios	29-03-2005		30-07-2006											Dian Bachar/ Joseph Arsenault/ Juli Ashton/ David Dunn (III)/ Michael Dean Jacobs/ Ron Jeremy/ Andrew Kemler/ Chasey Lain/ Masao Maki/ Ken Merckx/ Robyn Lynne Raab/ Louise Rapport/ Jacobus Rose/ Stanley G. Sawicki/ Jeff Schubert/ Desi Singh/ Matt Stone/ Susan Timlake/ Toddy Walters	Closed-captioned/ Color/ Dolby/ Subtitled/ Widescreen/ NTSC/ 1.85:1	Unrated	23-10-1998	95
